temperatura,umidade,velocidade_vento,precipitacao_mm,dias_sem_chuva,brilho,frp,confianca,ndvi,declividade,bioma,estado,estacao_seca,vento_forte,alto_risco
25.4,69.0,7.6,0.0,30,338.6,5.6,65.0,0.7,16.5,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,310.2,5.6,65.0,0.7,18.9,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,336.1,4.3,65.0,0.7,5.7,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,340.2,8.8,65.0,0.7,10.1,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,320.6,4.3,65.0,0.7,10.1,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,302.3,1.0,65.0,0.7,9.5,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.5,1.0,65.0,0.7,6.8,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,297.9,0.5,65.0,0.7,2.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.0,0.8,65.0,0.7,10.5,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,302.9,0.8,65.0,0.7,6.2,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,297.4,0.2,65.0,0.5,10.4,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.1,0.5,65.0,0.5,6.0,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.2,0.6,65.0,0.5,4.5,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,319.6,1.7,65.0,0.5,11.2,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,337.2,3.9,65.0,0.5,10.8,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,306.7,0.8,65.0,0.5,12.9,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,306.5,0.8,65.0,0.5,20.9,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,297.8,1.8,65.0,0.5,11.4,Cerrado,??,0,0,0
25.4,69.0,7.6,0.0,30,314.2,2.4,65.0,0.5,12.4,Cerrado,??,0,0,0
25.4,69.0,7.6,0.0,30,328.9,3.5,65.0,0.5,4.6,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,297.9,0.7,65.0,0.7,3.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,305.2,1.5,65.0,0.5,17.9,Cerrado,MS,0,0,0
25.4,69.0,7.6,0.0,30,314.4,1.8,65.0,0.5,5.4,Cerrado,MS,0,0,1
25.4,69.0,7.6,0.0,30,313.1,1.0,65.0,0.5,4.8,Cerrado,MS,0,0,0
25.4,69.0,7.6,0.0,30,301.1,0.8,65.0,0.5,9.8,Cerrado,MS,0,0,0
25.4,69.0,7.6,0.0,30,305.7,0.7,65.0,0.5,9.5,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,303.8,0.6,65.0,0.7,5.5,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,298.9,0.9,65.0,0.5,8.5,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,314.0,3.1,65.0,0.5,16.1,Cerrado,MS,0,0,0
25.4,69.0,7.6,0.0,30,305.1,0.8,65.0,0.7,6.0,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,340.3,5.8,65.0,0.5,3.0,Cerrado,MS,0,0,0
25.4,69.0,7.6,0.0,30,303.7,0.8,65.0,0.5,14.7,Cerrado,MS,0,0,1
25.4,69.0,7.6,0.0,30,302.9,3.9,65.0,0.5,12.5,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,322.7,6.1,65.0,0.5,6.9,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,332.1,3.9,65.0,0.5,2.1,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,328.5,7.9,65.0,0.5,6.3,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,300.3,3.3,65.0,0.5,9.7,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,311.7,3.1,65.0,0.5,15.8,Desconhecido,??,0,0,1
25.4,69.0,7.6,0.0,30,316.8,3.1,65.0,0.5,4.8,Desconhecido,??,0,0,1
25.4,69.0,7.6,0.0,30,308.7,0.7,65.0,0.5,9.6,Cerrado,MS,0,0,1
25.4,69.0,7.6,0.0,30,310.7,0.9,65.0,0.5,13.4,Cerrado,MS,0,0,0
25.4,69.0,7.6,0.0,30,301.5,1.6,65.0,0.5,0.0,Desconhecido,??,0,0,1
25.4,69.0,7.6,0.0,30,324.7,2.5,65.0,0.5,15.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,302.6,4.6,65.0,0.5,4.1,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,333.3,6.3,65.0,0.5,11.7,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,367.0,4.6,95.0,0.5,11.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,301.2,4.6,65.0,0.5,15.4,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,309.8,2.4,65.0,0.5,12.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,302.0,0.8,65.0,0.5,0.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,323.9,2.4,65.0,0.5,6.1,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,302.6,1.2,65.0,0.5,10.7,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,296.9,0.9,65.0,0.5,9.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,303.2,1.6,65.0,0.5,12.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,313.3,1.2,65.0,0.5,13.9,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,332.4,3.4,65.0,0.7,13.0,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,333.8,6.2,65.0,0.7,8.9,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,328.0,7.0,65.0,0.5,0.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,328.5,4.3,65.0,0.5,7.7,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,329.7,5.9,65.0,0.5,12.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,330.7,3.0,65.0,0.5,4.5,Cerrado,GO,0,0,1
25.4,69.0,7.6,0.0,30,333.1,2.2,65.0,0.7,13.2,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,338.7,0.8,65.0,0.5,14.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,325.2,4.6,65.0,0.5,10.6,Desconhecido,MT,0,0,0
25.4,69.0,7.6,0.0,30,335.8,22.2,65.0,0.5,0.0,Cerrado,GO,0,0,1
25.4,69.0,7.6,0.0,30,354.1,32.6,65.0,0.5,3.6,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,342.5,17.6,65.0,0.5,19.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,341.9,16.5,65.0,0.5,7.3,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,348.9,17.6,65.0,0.5,0.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,344.7,16.5,65.0,0.5,16.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,334.6,3.4,65.0,0.5,10.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,338.7,4.6,65.0,0.5,15.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,341.8,12.8,65.0,0.5,11.4,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,335.4,4.6,65.0,0.5,12.3,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,354.7,12.7,65.0,0.5,11.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,337.3,12.8,65.0,0.5,13.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,338.7,14.8,65.0,0.5,21.4,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,367.0,14.8,95.0,0.5,14.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,352.5,26.2,65.0,0.5,2.1,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,352.2,26.2,65.0,0.5,12.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,345.9,11.9,65.0,0.5,15.7,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,340.3,6.7,65.0,0.5,16.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,330.3,5.0,65.0,0.5,7.9,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,355.8,11.6,65.0,0.5,15.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,342.6,4.9,65.0,0.5,14.6,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,349.8,8.8,65.0,0.5,22.9,Cerrado,GO,0,0,1
25.4,69.0,7.6,0.0,30,348.2,11.3,65.0,0.5,6.2,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,334.9,8.1,65.0,0.5,7.5,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,348.4,8.1,65.0,0.5,8.5,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,332.9,6.4,65.0,0.5,7.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,334.8,6.4,65.0,0.5,5.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,327.8,6.0,65.0,0.5,0.0,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,344.5,6.0,65.0,0.5,7.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,338.3,7.1,65.0,0.5,11.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,330.5,7.1,65.0,0.5,7.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,336.3,7.0,65.0,0.5,19.7,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,340.3,8.5,65.0,0.5,10.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,352.1,7.7,65.0,0.5,16.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,340.7,5.6,65.0,0.5,11.3,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,331.1,0.3,65.0,0.5,14.1,Cerrado,GO,0,0,0
25.4,69.0,7.6,0.0,30,351.0,6.4,65.0,0.5,11.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,347.6,6.4,65.0,0.5,16.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,342.2,6.2,65.0,0.5,10.3,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,332.7,0.6,65.0,0.7,12.5,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,338.1,9.1,65.0,0.5,11.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,356.5,10.2,65.0,0.5,8.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,367.0,9.1,95.0,0.5,12.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,367.0,9.1,95.0,0.5,21.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,326.6,4.1,65.0,0.5,8.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,343.9,4.5,65.0,0.7,12.1,Mata Atlantica,GO,0,0,0
25.4,69.0,7.6,0.0,30,337.4,3.0,65.0,0.7,16.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,332.5,3.0,65.0,0.7,15.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,337.1,3.0,65.0,0.7,10.1,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,346.8,11.0,65.0,0.5,0.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,338.4,2.4,65.0,0.7,12.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,339.3,8.9,65.0,0.5,0.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,330.7,10.4,65.0,0.5,17.3,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,343.5,9.2,65.0,0.5,10.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,333.1,9.2,65.0,0.5,15.0,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,335.5,7.0,65.0,0.5,5.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,347.2,14.4,65.0,0.5,2.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,346.9,14.9,65.0,0.5,11.3,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,350.5,50.3,65.0,0.5,9.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,346.9,42.0,65.0,0.5,7.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,350.8,50.3,65.0,0.5,10.4,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,343.8,42.0,65.0,0.5,23.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,339.4,71.2,65.0,0.5,14.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,341.8,52.6,65.0,0.5,15.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,354.4,71.2,65.0,0.5,14.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,346.1,52.6,65.0,0.5,17.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,327.7,7.0,65.0,0.5,9.0,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,328.0,39.5,65.0,0.5,0.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,338.5,39.5,65.0,0.5,9.1,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,342.8,214.0,65.0,0.5,14.1,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,341.8,9.7,65.0,0.5,5.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,353.6,15.5,65.0,0.5,9.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,330.3,15.5,65.0,0.5,6.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,341.0,12.0,65.0,0.7,17.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,333.4,4.4,65.0,0.7,13.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,331.9,7.3,65.0,0.7,13.3,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,335.8,4.5,65.0,0.7,13.1,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,331.2,3.7,65.0,0.7,9.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,334.8,5.3,65.0,0.7,11.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,343.8,16.1,65.0,0.7,4.1,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,338.6,3.6,65.0,0.7,0.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,351.4,10.5,65.0,0.7,10.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,340.4,7.8,65.0,0.7,11.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,338.2,7.7,65.0,0.7,16.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,334.5,4.9,65.0,0.7,17.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.5,9.7,65.0,0.7,17.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,332.0,4.8,65.0,0.7,5.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,334.6,9.7,65.0,0.7,8.2,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,346.4,9.7,65.0,0.7,12.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,333.4,2.9,65.0,0.7,22.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,332.6,4.9,65.0,0.5,17.4,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,352.7,10.2,65.0,0.5,15.6,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,367.0,16.4,95.0,0.5,8.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,353.3,14.8,65.0,0.5,5.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,335.7,14.8,65.0,0.5,13.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,340.0,14.8,65.0,0.5,4.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,338.5,6.6,65.0,0.5,8.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,328.0,1.9,65.0,0.5,9.4,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,333.5,2.9,65.0,0.5,18.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,332.2,3.0,65.0,0.5,8.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,346.1,4.9,65.0,0.5,0.0,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,350.4,8.6,65.0,0.5,12.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,332.0,4.9,65.0,0.5,6.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,330.9,3.4,65.0,0.5,10.2,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,345.8,8.6,65.0,0.5,9.6,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,353.4,8.6,65.0,0.5,8.6,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,352.6,9.1,65.0,0.5,14.0,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,355.1,41.6,65.0,0.5,2.3,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,342.3,41.6,65.0,0.5,7.4,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,347.8,41.6,65.0,0.5,13.4,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,349.7,91.1,65.0,0.5,6.9,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,91.1,95.0,0.5,2.0,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,348.2,91.1,65.0,0.5,13.3,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,352.0,150.1,65.0,0.5,15.6,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,345.4,4.7,65.0,0.5,9.8,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,343.5,4.7,65.0,0.5,0.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,331.6,4.4,65.0,0.5,13.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,338.4,7.3,65.0,0.5,1.7,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,339.0,7.3,65.0,0.5,11.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,341.6,6.6,65.0,0.5,5.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,345.9,9.7,65.0,0.5,4.2,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,349.6,15.6,65.0,0.5,7.8,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,327.4,2.7,65.0,0.5,9.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,327.5,2.7,65.0,0.5,6.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,340.8,3.4,65.0,0.7,12.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,341.3,5.4,65.0,0.7,7.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,340.9,6.3,65.0,0.7,14.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,352.9,7.5,65.0,0.7,11.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,333.3,7.5,65.0,0.7,6.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,340.7,3.9,65.0,0.7,5.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,344.1,4.0,65.0,0.7,1.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,357.1,7.5,65.0,0.7,11.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,333.2,3.9,65.0,0.7,8.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,331.2,3.9,65.0,0.7,0.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,331.2,4.0,65.0,0.7,7.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,327.4,8.7,65.0,0.5,5.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,328.2,6.5,65.0,0.5,17.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,329.4,8.3,65.0,0.5,1.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,339.9,4.3,65.0,0.7,2.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,341.8,5.9,65.0,0.7,15.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.1,1.2,65.0,0.7,16.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,342.0,2.9,65.0,0.7,6.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,348.5,8.7,65.0,0.8,6.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,337.4,2.8,65.0,0.8,13.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,335.3,2.8,65.0,0.8,0.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,339.9,4.3,65.0,0.8,0.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,332.2,2.8,65.0,0.8,8.6,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,338.2,9.4,65.0,0.8,17.7,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,353.8,5.0,65.0,0.8,7.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,330.4,5.0,65.0,0.8,10.5,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,348.0,6.5,65.0,0.8,15.7,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,343.0,4.8,65.0,0.8,20.5,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,339.4,4.6,65.0,0.8,7.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,332.5,4.2,65.0,0.8,9.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,337.6,2.3,65.0,0.3,19.1,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,344.8,7.5,65.0,0.8,2.4,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,342.7,5.1,65.0,0.8,15.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,340.3,7.0,65.0,0.8,4.9,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,343.3,3.2,65.0,0.8,10.5,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,332.1,5.1,65.0,0.3,8.8,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,337.1,4.9,65.0,0.8,5.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,327.9,3.9,65.0,0.8,5.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,352.7,10.7,65.0,0.8,11.4,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,335.7,10.7,65.0,0.8,15.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,333.1,4.2,65.0,0.8,9.4,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,339.9,5.9,65.0,0.8,10.4,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,326.6,6.3,65.0,0.8,12.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,336.3,7.6,65.0,0.8,5.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,339.8,6.7,65.0,0.8,13.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.4,3.3,65.0,0.8,14.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,331.5,5.0,65.0,0.8,23.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,337.7,5.4,65.0,0.8,8.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,331.2,9.9,65.0,0.8,7.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,350.5,9.9,65.0,0.8,13.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,327.9,9.9,65.0,0.8,14.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,350.0,9.9,65.0,0.8,7.3,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,345.8,5.6,65.0,0.8,8.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,336.5,5.6,65.0,0.8,12.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,340.9,4.5,65.0,0.8,5.9,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,330.5,1.7,65.0,0.3,7.9,Caatinga,CE,0,0,1
25.4,69.0,7.6,0.0,30,330.6,3.1,65.0,0.8,10.4,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,347.3,14.1,65.0,0.8,15.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,356.2,14.1,65.0,0.8,7.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,330.7,14.1,65.0,0.8,0.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,339.3,4.0,65.0,0.8,0.4,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,337.5,13.1,65.0,0.7,3.7,Mata Atlantica,MA,0,0,1
25.4,69.0,7.6,0.0,30,335.2,4.0,65.0,0.7,3.4,Mata Atlantica,MA,0,0,1
25.4,69.0,7.6,0.0,30,331.8,3.0,65.0,0.8,9.2,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.0,2.3,65.0,0.8,4.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,330.2,3.1,65.0,0.8,6.5,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,331.5,3.0,65.0,0.8,6.1,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,342.3,6.0,65.0,0.3,7.8,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,339.2,6.0,65.0,0.3,16.6,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,343.4,7.2,65.0,0.3,13.3,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,340.2,5.6,65.0,0.3,10.1,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,333.5,3.7,65.0,0.3,7.7,Caatinga,MA,0,0,0
