temperatura,umidade,velocidade_vento,precipitacao_mm,dias_sem_chuva,brilho,frp,confianca,ndvi,declividade,bioma,estado,estacao_seca,vento_forte,alto_risco
25.4,69.0,7.6,0.0,30,347.8,6.2,65.0,0.7,9.1,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,336.4,6.2,65.0,0.7,1.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,9.9,95.0,0.7,4.7,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,334.8,6.2,65.0,0.7,14.2,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,341.8,9.9,65.0,0.7,9.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,333.1,3.2,65.0,0.5,8.4,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,338.2,7.7,65.0,0.5,6.3,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,339.7,26.0,65.0,0.7,8.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,351.6,53.4,65.0,0.7,11.5,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,53.4,95.0,0.7,14.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,341.3,49.5,65.0,0.7,0.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.9,17.1,65.0,0.7,5.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,49.5,95.0,0.7,10.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,334.9,21.8,65.0,0.7,9.5,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,333.5,5.1,65.0,0.7,12.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,332.4,5.0,65.0,0.7,11.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,334.1,26.0,65.0,0.7,8.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,352.8,53.4,65.0,0.7,7.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,341.7,53.4,65.0,0.7,8.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,345.0,49.5,65.0,0.7,15.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,356.0,49.5,65.0,0.7,6.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,339.2,2.4,65.0,0.7,9.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,350.3,28.2,65.0,0.5,10.9,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,343.9,3.9,65.0,0.5,17.8,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,332.4,2.5,65.0,0.5,8.5,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,349.0,34.1,65.0,0.5,14.8,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,343.3,48.4,65.0,0.5,16.2,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,341.5,34.1,65.0,0.5,9.7,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,347.6,48.4,65.0,0.5,8.9,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,345.4,34.1,65.0,0.5,8.4,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,342.2,12.9,65.0,0.5,8.7,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,348.9,18.0,65.0,0.5,14.3,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,340.3,4.8,65.0,0.7,11.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,342.7,4.8,65.0,0.7,11.2,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,334.7,6.5,65.0,0.5,4.4,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,341.0,10.2,65.0,0.5,5.2,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,340.5,14.7,65.0,0.5,20.7,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,341.7,10.2,65.0,0.5,9.1,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,347.4,14.7,65.0,0.5,6.1,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,335.6,6.3,65.0,0.5,17.2,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,340.0,9.9,65.0,0.5,11.4,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,339.7,5.9,65.0,0.5,12.9,Cerrado,TO,0,0,0
25.4,69.0,7.6,0.0,30,343.7,5.9,65.0,0.5,9.3,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,13.4,95.0,0.7,8.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.4,10.1,65.0,0.7,9.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,354.6,10.0,65.0,0.3,3.1,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,352.9,20.1,65.0,0.5,9.6,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,339.7,13.9,65.0,0.5,11.5,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,346.6,18.5,65.0,0.5,19.3,Cerrado,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,15.9,95.0,0.7,10.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,339.2,6.7,65.0,0.7,0.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,7.3,95.0,0.7,9.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,348.5,7.3,65.0,0.7,23.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.1,6.8,65.0,0.7,14.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,367.0,6.8,95.0,0.7,5.9,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,330.8,6.4,65.0,0.7,13.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.4,2.6,65.0,0.7,6.3,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,348.7,5.1,65.0,0.7,3.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.8,5.9,65.0,0.7,8.3,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,332.1,5.4,65.0,0.7,10.5,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,333.0,5.4,65.0,0.7,0.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,328.7,5.6,65.0,0.5,4.3,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,327.6,3.9,65.0,0.5,10.1,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,343.8,7.5,65.0,0.5,8.0,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,331.5,3.7,65.0,0.5,12.0,Desconhecido,RO,0,0,0
25.4,69.0,7.6,0.0,30,326.6,2.7,65.0,0.5,3.9,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,330.5,3.9,65.0,0.5,13.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,328.0,3.8,65.0,0.5,4.1,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,337.4,8.4,65.0,0.5,18.2,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,355.7,13.2,65.0,0.5,1.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,336.8,6.1,65.0,0.5,4.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,341.3,11.1,65.0,0.5,12.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,344.5,3.8,65.0,0.5,18.3,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,342.6,3.8,65.0,0.5,11.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,353.6,5.9,65.0,0.5,12.8,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,336.0,44.6,65.0,0.5,10.1,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,342.5,44.6,65.0,0.5,4.9,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,344.1,7.2,65.0,0.5,7.5,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,336.1,4.8,65.0,0.5,3.9,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,332.9,3.0,65.0,0.5,3.6,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,352.9,15.4,65.0,0.5,12.0,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,343.4,5.1,65.0,0.5,4.4,Cerrado,MT,0,0,0
25.4,69.0,7.6,0.0,30,332.9,5.3,65.0,0.7,11.6,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,334.8,3.1,65.0,0.7,3.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,337.0,6.9,65.0,0.8,11.5,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,337.7,4.1,65.0,0.8,7.6,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,340.1,6.4,65.0,0.8,17.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,350.0,6.4,65.0,0.8,11.6,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,342.4,4.4,65.0,0.8,16.2,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,332.5,4.1,65.0,0.8,6.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,337.5,4.1,65.0,0.8,10.3,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,353.9,6.4,65.0,0.8,5.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,336.2,6.4,65.0,0.8,7.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.3,7.0,65.0,0.8,8.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,337.5,5.3,65.0,0.8,6.4,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.4,3.8,65.0,0.8,3.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,332.5,5.6,65.0,0.8,2.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,336.0,4.8,65.0,0.8,0.0,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,332.1,2.2,65.0,0.8,4.7,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,335.0,2.2,65.0,0.8,13.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,337.8,17.3,65.0,0.8,2.0,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,345.5,7.0,65.0,0.8,3.2,Amazonia,AM,0,0,0
25.4,69.0,7.6,0.0,30,336.0,5.2,65.0,0.8,19.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,336.8,2.9,65.0,0.8,6.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,335.5,25.0,65.0,0.8,11.6,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,331.4,5.2,65.0,0.5,13.2,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,335.7,5.8,65.0,0.5,13.3,Desconhecido,??,0,0,0
25.4,69.0,7.6,0.0,30,302.2,0.7,65.0,0.7,2.4,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,302.1,2.7,65.0,0.7,8.8,Mata Atlantica,MA,0,0,0
25.4,69.0,7.6,0.0,30,311.6,2.7,65.0,0.7,1.9,Mata Atlantica,MA,0,0,0
25.4,69.0,7.6,0.0,30,307.3,3.9,65.0,0.7,22.2,Mata Atlantica,MA,0,0,0
25.4,69.0,7.6,0.0,30,300.6,1.7,65.0,0.3,2.0,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,303.4,1.7,65.0,0.3,4.8,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,317.1,2.9,65.0,0.3,4.8,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,302.0,1.9,65.0,0.3,2.5,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,309.6,2.9,65.0,0.3,16.8,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,347.2,11.2,65.0,0.3,22.1,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,309.7,6.3,65.0,0.3,7.6,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,352.4,11.2,65.0,0.3,3.4,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,10.5,95.0,0.3,0.0,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,322.5,9.7,65.0,0.3,8.8,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,341.7,10.5,65.0,0.3,8.4,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,315.6,7.0,65.0,0.3,6.7,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,315.8,9.5,65.0,0.3,11.1,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,340.4,7.0,65.0,0.3,12.0,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,342.5,6.7,65.0,0.3,11.6,Caatinga,MA,0,0,1
25.4,69.0,7.6,0.0,30,337.0,9.5,65.0,0.3,8.4,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,323.0,6.7,65.0,0.3,4.5,Caatinga,MA,0,0,0
25.4,69.0,7.6,0.0,30,307.5,2.6,65.0,0.3,13.3,Caatinga,CE,0,0,1
25.4,69.0,7.6,0.0,30,345.9,5.6,65.0,0.3,10.1,Caatinga,CE,0,0,0
25.4,69.0,7.6,0.0,30,307.3,1.0,65.0,0.3,14.4,Caatinga,CE,0,0,1
25.4,69.0,7.6,0.0,30,306.7,1.0,65.0,0.3,14.0,Caatinga,CE,0,0,0
25.4,69.0,7.6,0.0,30,308.1,1.4,65.0,0.3,2.9,Caatinga,CE,0,0,1
25.4,69.0,7.6,0.0,30,301.6,0.8,65.0,0.3,2.8,Caatinga,CE,0,0,0
25.4,69.0,7.6,0.0,30,304.8,0.8,65.0,0.3,6.2,Caatinga,CE,0,0,0
25.4,69.0,7.6,0.0,30,310.6,1.7,65.0,0.3,4.7,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,305.2,0.8,65.0,0.3,13.8,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,331.6,6.3,65.0,0.7,11.8,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,305.7,1.6,65.0,0.3,15.5,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,317.7,1.6,65.0,0.3,12.0,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,302.5,0.6,65.0,0.3,11.0,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,306.0,0.9,65.0,0.3,16.0,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,317.1,2.0,65.0,0.3,12.3,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,303.6,0.9,65.0,0.7,10.3,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,305.2,0.6,65.0,0.3,17.4,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,304.3,0.6,65.0,0.3,10.6,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,317.0,2.8,65.0,0.7,8.5,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,297.6,2.8,65.0,0.7,5.8,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,324.0,3.8,65.0,0.7,13.5,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,297.8,2.8,65.0,0.7,16.2,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,326.4,2.8,65.0,0.7,9.7,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,300.7,3.8,65.0,0.7,16.5,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,325.8,10.6,65.0,0.7,0.1,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,299.0,1.8,65.0,0.7,9.7,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,324.5,6.4,65.0,0.7,9.8,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,302.7,2.5,65.0,0.7,6.4,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,320.0,2.5,65.0,0.7,21.9,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,305.8,0.6,65.0,0.3,9.7,Caatinga,BA,0,0,1
25.4,69.0,7.6,0.0,30,304.6,0.6,65.0,0.3,8.0,Caatinga,BA,0,0,0
25.4,69.0,7.6,0.0,30,302.1,2.7,65.0,0.7,10.1,Mata Atlantica,MA,0,0,0
25.4,69.0,7.6,0.0,30,317.5,3.4,65.0,0.7,0.0,Mata Atlantica,MA,0,0,1
25.4,69.0,7.6,0.0,30,305.8,3.4,65.0,0.7,6.2,Mata Atlantica,MA,0,0,0
25.4,69.0,7.6,0.0,30,305.7,1.5,65.0,0.7,14.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,309.4,2.1,65.0,0.7,6.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,320.4,2.8,65.0,0.7,5.9,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,298.4,1.5,65.0,0.7,16.5,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,307.3,2.8,65.0,0.7,16.7,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,307.2,3.8,65.0,0.7,12.6,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.5,3.3,65.0,0.7,7.7,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,326.9,4.5,65.0,0.7,8.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,316.3,2.7,65.0,0.7,6.0,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.9,1.5,65.0,0.7,5.0,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,302.3,1.6,65.0,0.7,4.8,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,301.8,1.5,65.0,0.7,6.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,304.3,2.3,65.0,0.7,4.8,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,306.4,1.8,65.0,0.7,2.2,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,299.3,1.0,65.0,0.7,11.1,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,295.5,0.4,65.0,0.7,11.2,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.7,0.8,65.0,0.7,18.5,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,316.0,2.2,65.0,0.7,6.7,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,299.4,0.6,65.0,0.7,11.5,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,298.7,0.4,65.0,0.7,11.6,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,318.4,2.8,65.0,0.7,8.7,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,345.6,4.0,65.0,0.7,13.7,Mata Atlantica,??,0,0,1
25.4,69.0,7.6,0.0,30,315.6,4.0,65.0,0.7,13.9,Mata Atlantica,??,0,0,0
25.4,69.0,7.6,0.0,30,297.6,2.1,65.0,0.5,11.6,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,300.8,2.2,65.0,0.7,8.7,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,320.2,2.2,65.0,0.7,8.2,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,308.9,2.1,65.0,0.5,3.2,Cerrado,MG,0,0,0
25.4,69.0,7.6,0.0,30,298.6,1.4,65.0,0.7,6.0,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,308.4,3.3,65.0,0.7,6.9,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,306.7,1.4,65.0,0.7,4.4,Mata Atlantica,MG,0,0,1
25.4,69.0,7.6,0.0,30,310.6,1.4,65.0,0.7,12.2,Mata Atlantica,MG,0,0,0
25.4,69.0,7.6,0.0,30,300.3,1.6,65.0,0.5,16.0,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,309.2,1.6,65.0,0.5,5.5,Cerrado,MG,0,0,1
25.4,69.0,7.6,0.0,30,304.5,0.5,65.0,0.8,11.4,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,305.9,0.5,65.0,0.8,4.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,311.5,2.7,65.0,0.7,8.5,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,303.6,2.8,65.0,0.7,6.5,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,318.6,2.8,65.0,0.7,13.0,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,304.8,2.6,65.0,0.7,6.6,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,315.1,4.2,65.0,0.7,15.1,Mata Atlantica,BA,0,0,1
25.4,69.0,7.6,0.0,30,295.3,1.2,65.0,0.7,8.8,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,299.8,1.2,65.0,0.7,6.8,Mata Atlantica,BA,0,0,0
25.4,69.0,7.6,0.0,30,321.0,2.1,65.0,0.7,3.7,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,307.1,2.1,65.0,0.7,11.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,344.8,2.9,65.0,0.7,14.5,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,305.5,2.9,65.0,0.7,11.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,322.3,2.1,65.0,0.7,21.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,330.5,2.1,65.0,0.7,17.1,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,307.7,1.5,65.0,0.7,8.5,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,319.7,1.5,65.0,0.7,8.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,301.0,0.7,65.0,0.7,12.3,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,306.3,1.5,65.0,0.7,5.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,301.6,0.7,65.0,0.7,15.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,301.3,0.9,65.0,0.7,11.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,327.1,1.9,65.0,0.7,11.3,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,301.3,1.9,65.0,0.7,13.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,326.9,2.0,65.0,0.7,18.6,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,315.2,2.0,65.0,0.7,10.9,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,307.8,1.0,65.0,0.7,9.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,302.2,1.4,65.0,0.5,17.5,Cerrado,MT,0,0,1
25.4,69.0,7.6,0.0,30,367.0,8.1,95.0,0.7,14.8,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,344.4,6.2,65.0,0.7,8.4,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,310.1,6.2,65.0,0.7,10.0,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,316.7,2.1,65.0,0.7,11.0,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,313.4,2.6,65.0,0.7,11.8,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,303.8,2.6,65.0,0.7,3.2,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,7.8,95.0,0.7,2.3,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,367.0,7.8,95.0,0.7,5.6,Mata Atlantica,TO,0,0,1
25.4,69.0,7.6,0.0,30,318.3,3.7,65.0,0.7,5.2,Mata Atlantica,TO,0,0,0
25.4,69.0,7.6,0.0,30,355.3,15.0,65.0,0.8,6.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,367.0,25.0,95.0,0.8,13.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,27.3,95.0,0.8,9.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,65.3,95.0,0.8,11.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,367.0,27.3,95.0,0.8,3.9,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,335.5,17.1,65.0,0.8,7.7,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,351.9,25.0,65.0,0.8,12.9,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,350.6,24.7,65.0,0.8,13.0,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,65.3,95.0,0.8,6.4,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,367.0,24.7,95.0,0.8,10.8,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,336.2,8.4,65.0,0.8,21.0,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,335.3,24.7,65.0,0.8,9.9,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,343.2,7.9,65.0,0.8,6.5,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,343.5,3.9,65.0,0.8,9.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,345.8,3.5,65.0,0.8,10.5,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,340.8,6.9,65.0,0.8,9.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,335.2,3.6,65.0,0.8,9.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,337.2,5.0,65.0,0.8,2.8,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,334.6,4.8,65.0,0.8,5.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,353.6,6.6,65.0,0.8,9.3,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,330.4,1.2,65.0,0.8,9.2,Amazonia,PA,0,0,0
25.4,69.0,7.6,0.0,30,333.5,2.5,65.0,0.8,7.2,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,343.9,5.8,65.0,0.8,9.1,Amazonia,PA,0,0,1
25.4,69.0,7.6,0.0,30,338.7,5.8,65.0,0.8,10.3,Amazonia,PA,0,0,0
